安		1		1		1		
吉		1		1		1		
县		1		1		1		
是		0		0		0		
浙		1		1		1		
江		1		1		1		
省		1		1		1		
湖		1		1		1		
州		1		1		0		
市		1		1		1		
属		0		0		0		
县		0		0		1		
，		0		0		0		
中		1		1		1		
国		1		1		0		
著		0		0		0		
名		0		0		0		
毛		0		0		0		
竹		0		0		0		
产		0		0		0		
区		0		0		0		
，		0		0		0		
浙		1		1		1		
江		1		1		0		
省		1		1		1		
林		0		0		0		
业		0		0		0		
重		0		0		0		
点		0		0		0		
县		0		0		0		
之		0		0		0		
一		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
位		0		0		0		
于		0		0		0		
杭		1		1		1		
州		1		1		1		
市		1		1		1		
西		0		0		0		
北		0		0		0		
，		0		0		0		
邻		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
面		0		0		0		
积		0		0		0		
_		0		0		0		
1		0		0		0		
8		0		0		0		
8		0		0		0		
2		0		0		0		
_		0		0		0		
平		0		0		0		
方		0		0		0		
公		0		0		0		
里		0		0		0		
，		0		0		0		
人		0		0		0		
口		0		0		0		
4		0		0		0		
3		0		0		0		
.		0		0		0		
5		0		0		0		
2		0		0		0		
万		0		0		0		
。		0		0		0		
安		1		0		1		
吉		1		0		1		
县		1		0		1		
县		0		0		0		
府		0		0		0		
驻		0		0		0		
递		1		1		0		
铺		1		1		1		
镇		1		1		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
东		0		0		0		
汉		0		0		0		
置		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
1		0		0		0		
9		0		0		0		
5		0		0		0		
8		0		0		0		
年		0		0		0		
孝		1		1		0		
丰		1		1		1		
县		1		1		0		
并		0		0		0		
入		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
县		0		0		0		
境		0		0		0		
位		0		0		0		
于		0		0		0		
天		1		1		1		
目		1		1		1		
山		1		1		1		
北		0		0		0		
麓		0		0		1		
，		0		0		0		
西		1		1		1		
苕		1		1		0		
溪		1		1		1		
纵		0		0		1		
贯		0		0		1		
县		0		0		0		
境		0		0		0		
，		0		0		0		
盛		0		0		0		
产		0		0		0		
林		0		0		0		
木		0		0		0		
，		0		0		0		
毛		0		0		0		
竹		0		0		0		
占		0		0		0		
1		0		0		0		
/		0		0		0		
3		0		0		0		
以		0		0		0		
上		0		0		0		
，		0		0		0		
居		0		0		0		
全		0		0		0		
省		0		0		0		
首		0		0		0		
位		0		0		0		
，		0		0		0		
为		0		0		0		
国		0		0		0		
家		0		0		0		
提		0		0		0		
供		0		0		0		
的		0		0		0		
商		0		0		0		
品		0		0		0		
竹		0		0		0		
约		0		0		0		
占		0		0		0		
全		0		0		0		
国		0		0		0		
的		0		0		0		
1		0		0		0		
/		0		0		0		
1		0		0		0		
0		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
素		0		0		0		
有		0		0		0		
_		0		0		0		
“		0		0		0		
竹		0		0		0		
乡		0		0		0		
”		0		0		0		
之		0		0		0		
称		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
近		0		0		0		
年		0		0		0		
漆		0		0		0		
树		0		0		0		
发		0		0		0		
展		0		0		0		
较		0		0		0		
快		0		0		0		
，		0		0		0		
已		0		0		0		
成		0		0		0		
为		0		0		0		
全		0		0		0		
国		0		0		0		
生		0		0		0		
漆		0		0		0		
生		0		0		0		
产		0		0		0		
基		0		0		0		
地		0		0		0		
县		0		0		0		
之		0		0		0		
一		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
特		0		0		0		
产		0		0		0		
有		0		0		0		
笋		0		0		0		
干		0		0		0		
、		0		0		0		
茶		0		0		0		
叶		0		0		0		
、		0		0		0		
板		0		0		0		
栗		0		0		0		
等		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
电		0		0		0		
力		0		0		0		
、		0		0		0		
造		0		0		0		
纸		0		0		0		
、		0		0		0		
建		0		0		0		
材		0		0		0		
工		0		0		0		
业		0		0		0		
有		0		0		0		
一		0		0		0		
定		0		0		0		
基		0		0		0		
础		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
县		0		0		0		
境		0		0		0		
中		0		0		0		
部		0		0		0		
的		0		0		0		
孝		1		1		0		
丰		1		1		1		
镇		1		1		0		
原		0		0		0		
为		0		0		0		
孝		1		1		0		
丰		1		1		1		
县		1		1		0		
治		0		0		0		
，		0		0		0		
地		0		0		0		
处		0		0		0		
西		1		1		1		
苕		1		1		1		
溪		1		1		1		
上		0		0		0		
游		0		0		0		
，		0		0		0		
为		0		0		0		
浙		0		1		1		
西		0		1		0		
著		0		0		0		
名		0		0		0		
山		0		0		0		
城		0		0		0		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
西		0		0		0		
南		0		0		0		
龙		1		1		1		
王		1		1		1		
山		1		1		1		
辟		0		0		0		
有		0		0		0		
龙		1		0		0		
王		1		0		1		
山		1		0		1		
自		1		0		0		
然		1		0		0		
保		1		0		0		
护		1		0		0		
区		1		0		1		
。		0		0		0		
安		1		1		1		
吉		1		1		1		
县		1		1		1		
章		1		1		0		
吴		1		1		1		
村		1		1		0		
近		0		0		0		
代		0		0		0		
书		0		0		0		
画		0		0		0		
艺		0		0		0		
术		0		0		0		
家		0		0		0		
吴		0		0		0		
昌		0		0		0		
硕		0		0		0		
故		0		0		0		
居		0		0		0		
。		0		0		0		
﻿安		1		1		0		
康		1		1		1		
市		1		1		1		
是		0		0		0		
陕		1		1		1		
西		1		1		1		
省		1		1		1		
安		1		1		1		
康		1		1		1		
地		1		1		1		
区		1		1		1		
辖		0		0		0		
市		0		0		1		
和		0		0		0		
行		0		0		0		
署		0		0		0		
驻		0		0		0		
地		0		0		0		
，		0		0		0		
以		0		0		0		
丝		0		0		0		
织		0		0		0		
为		0		0		0		
主		0		0		0		
的		0		0		0		
新		0		0		0		
兴		0		0		0		
工		0		0		0		
业		0		0		0		
城		0		0		0		
市		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
位		0		0		0		
于		0		0		0		
省		0		0		0		
境		0		0		0		
东		0		0		0		
南		0		0		0		
部		0		0		0		
，		0		0		0		
汉		1		1		1		
江		1		1		1		
上		0		0		0		
游		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
面		0		0		0		
积		0		0		0		
_		0		0		0		
3		0		0		0		
6		0		0		0		
5		0		0		0		
2		0		0		0		
_		0		0		0		
平		0		0		0		
方		0		0		0		
公		0		0		0		
里		0		0		0		
，		0		0		0		
人		0		0		0		
口		0		0		0		
8		0		0		0		
7		0		0		0		
.		0		0		0		
2		0		0		0		
9		0		0		0		
_		0		0		0		
万		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
秦		0		0		0		
在		0		0		0		
城		0		0		0		
北		0		1		0		
汉		0		1		1		
江		0		1		1		
北		0		0		1		
中		0		0		1		
渡		0		0		1		
台		0		0		0		
置		0		0		0		
西		1		1		1		
城		1		1		0		
县		1		1		0		
，		0		0		0		
为		0		0		0		
当		0		0		0		
时		0		0		0		
汉		1		0		0		
中		1		0		1		
郡		1		0		1		
郡		0		0		0		
治		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
南		0		0		0		
北		0		0		0		
朝		0		0		1		
时		0		0		0		
县		0		0		0		
城		0		0		0		
移		0		0		0		
至		0		0		0		
今		0		0		0		
址		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
五		0		0		0		
代		0		0		0		
因		0		0		0		
产		0		0		0		
金		0		0		0		
而		0		0		0		
称		0		0		0		
金		1		1		0		
洲		1		1		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
明		0		0		0		
改		0		0		0		
兴		1		1		1		
安		1		1		1		
州		1		1		1		
，		0		0		0		
清		0		0		0		
升		0		0		0		
兴		1		1		0		
安		1		1		0		
府		1		1		1		
，		0		0		0		
附		0		0		0		
廓		0		0		0		
设		0		0		0		
安		1		1		1		
康		1		1		1		
县		1		1		1		
，		0		0		0		
1		0		0		0		
9		0		0		0		
1		0		0		0		
3		0		0		0		
年		0		0		0		
废		0		0		0		
府		0		0		0		
留		0		0		0		
县		0		0		0		
，		0		0		0		
1		0		0		0		
9		0		0		0		
8		0		0		0		
8		0		0		0		
年		0		0		0		
改		0		0		0		
为		0		0		0		
县		0		0		1		
级		0		0		0		
市		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
地		0		0		0		
势		0		0		0		
南		0		0		1		
北		0		0		0		
高		0		0		0		
，		0		0		0		
中		0		0		0		
间		0		0		0		
低		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
汉		1		1		1		
江		1		1		1		
以		0		0		0		
北		0		0		0		
属		0		0		0		
秦		1		1		1		
岭		1		1		1		
山		1		0		1		
区		1		0		1		
，		0		0		0		
山		0		0		0		
势		0		0		0		
陡		0		0		0		
峻		0		0		0		
，		0		0		0		
海		0		0		0		
拔		0		0		0		
1		0		0		0		
5		0		0		0		
0		0		0		0		
0		0		0		0		
米		0		0		0		
左		0		0		0		
右		0		0		0		
；		0		0		0		
汉		0		1		1		
江		0		1		0		
以		0		0		0		
南		0		0		0		
为		0		0		0		
大		1		1		0		
巴		1		1		1		
山		1		1		1		
区		1		1		0		
，		0		0		0		
海		0		0		0		
拔		0		0		0		
千		0		0		0		
米		0		0		0		
以		0		0		0		
下		0		0		0		
；		0		0		0		
中		0		0		0		
部		0		0		0		
为		0		0		0		
汉		1		1		1		
江		1		1		1		
月		1		1		1		
河		1		1		1		
盆		1		1		0		
地		1		1		0		
东		0		0		0		
部		0		0		0		
，		0		0		0		
宽		0		0		0		
约		0		0		0		
1		0		0		0		
0		0		0		0		
公		0		0		0		
里		0		0		0		
，		0		0		0		
是		0		0		0		
本		0		0		1		
市		0		0		1		
主		0		0		0		
要		0		0		0		
农		0		0		0		
业		0		0		0		
区		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
全		0		0		0		
市		0		0		0		
耕		0		0		0		
地		0		0		0		
8		0		0		0		
2		0		0		0		
％		0		0		0		
以		0		0		0		
上		0		0		0		
是		0		0		0		
山		0		0		0		
坡		0		0		0		
地		0		0		0		
，		0		0		0		
水		0		0		0		
田		0		0		0		
仅		0		0		0		
占		0		0		0		
1		0		0		0		
6		0		0		0		
％		0		0		0		
。		0		0		0		
安		1		1		1		
康		1		1		1		
市		1		1		1		
粮		0		0		0		
